academic_year,sending_institution,receiving_institution,major,group,section,receiving_type,receiving_requirement,sending_courses,sending_course_options,fulfillment_options,no_articulation_reason,denied_courses,template_cell_id
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Japanese Language and Culture B.A.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""284453a4-c32c-4369-cbc2-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,JAPN 201 - Intermediate Japanese I,JPNS 2A - Intermediate Japanese,['JPNS 2A - Intermediate Japanese'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['JPNS 2A - Intermediate Japanese']}], 'courses': ['JPNS 2A - Intermediate Japanese'], 'must_take_together': False}]",,[],f7c2601e-2200-4ade-d0e6-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Japanese Language and Culture B.A.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""284453a4-c32c-4369-cbc2-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,JAPN 101 - Beginning Japanese I,JPNS 1A - Elementary Japanese I,['JPNS 1A - Elementary Japanese I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['JPNS 1A - Elementary Japanese I']}], 'courses': ['JPNS 1A - Elementary Japanese I'], 'must_take_together': False}]",,[],7a92b937-c9c1-4c35-d0e7-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Japanese Language and Culture B.A.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""284453a4-c32c-4369-cbc2-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,JAPN 102 - Beginning Japanese II,JPNS 1B - Elementary Japanese II,['JPNS 1B - Elementary Japanese II'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['JPNS 1B - Elementary Japanese II']}], 'courses': ['JPNS 1B - Elementary Japanese II'], 'must_take_together': False}]",,[],af904003-4657-464e-d0e8-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Marketing Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""484ebddc-e122-4fc8-cbc3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 115 - Finite Mathematics,(MATH 17 - Finite Mathematics) OR (MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business),"['MATH 17 - Finite Mathematics', 'MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 17 - Finite Mathematics']}], 'courses': ['MATH 17 - Finite Mathematics'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business']}], 'courses': ['MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business'], 'must_take_together': False}]",,[],33b1e484-a4a8-46ab-d0e9-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Marketing Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""484ebddc-e122-4fc8-cbc3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 130 - Precalculus,MATH 13 - Pre-Calculus,['MATH 13 - Pre-Calculus'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 13 - Pre-Calculus']}], 'courses': ['MATH 13 - Pre-Calculus'], 'must_take_together': False}]",,[],17a433cf-e525-4910-d0ea-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Marketing Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""484ebddc-e122-4fc8-cbc3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 150 - Calculus I,MATH 20A - Calculus with Analytic Geometry I,['MATH 20A - Calculus with Analytic Geometry I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 20A - Calculus with Analytic Geometry I']}], 'courses': ['MATH 20A - Calculus with Analytic Geometry I'], 'must_take_together': False}]",,[],802c3efb-8edc-47ea-d0eb-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Marketing Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""484ebddc-e122-4fc8-cbc3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 206 - Business Law,BUSI 4 - Business Law,['BUSI 4 - Business Law'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 4 - Business Law']}], 'courses': ['BUSI 4 - Business Law'], 'must_take_together': False}]",,[],133d48bb-edea-4b43-d0ec-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Marketing Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""484ebddc-e122-4fc8-cbc3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 200 - Personal & Professional Responsibility,BUSI 1 - Introduction to Business,['BUSI 1 - Introduction to Business'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 1 - Introduction to Business']}], 'courses': ['BUSI 1 - Introduction to Business'], 'must_take_together': False}]",,[],b9c8e441-0c3f-44c1-d0ed-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Marketing Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""484ebddc-e122-4fc8-cbc3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 202 - Micro Economics,ECON 4 - Principles of Economics: Micro,['ECON 4 - Principles of Economics: Micro'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ECON 4 - Principles of Economics: Micro']}], 'courses': ['ECON 4 - Principles of Economics: Micro'], 'must_take_together': False}]",,[],f67c7dd7-e70c-4d07-d0ee-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Marketing Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""484ebddc-e122-4fc8-cbc3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 201 - Macro Economics,ECON 2 - Principles of Economics: Macro,['ECON 2 - Principles of Economics: Macro'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ECON 2 - Principles of Economics: Macro']}], 'courses': ['ECON 2 - Principles of Economics: Macro'], 'must_take_together': False}]",,[],353827f9-6df4-4a37-d0ef-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Marketing Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""484ebddc-e122-4fc8-cbc3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 205 - Managerial Accounting,BUSI 3B - Managerial Accounting,['BUSI 3B - Managerial Accounting'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 3B - Managerial Accounting']}], 'courses': ['BUSI 3B - Managerial Accounting'], 'must_take_together': False}]",,[],1660ae19-dff3-4350-d0f0-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Marketing Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""484ebddc-e122-4fc8-cbc3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 203 - Financial Accounting,BUSI 3A - Financial Accounting,['BUSI 3A - Financial Accounting'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 3A - Financial Accounting']}], 'courses': ['BUSI 3A - Financial Accounting'], 'must_take_together': False}]",,[],35bb0406-3e6e-4008-d0f1-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Marketing Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""484ebddc-e122-4fc8-cbc3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 204 - Business Mathematics and Statistics,((STAT C1000 - Introduction to Statistics) OR (PSYC 19 - Introduction to Statistics for the Social Sciences)) OR (SOCI 19 - Introduction to Statistics for the Social Sciences),"['STAT C1000 - Introduction to Statistics', 'PSYC 19 - Introduction to Statistics for the Social Sciences', 'SOCI 19 - Introduction to Statistics for the Social Sciences']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['STAT C1000 - Introduction to Statistics']}], 'courses': ['STAT C1000 - Introduction to Statistics'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}, {'option': 3, 'groups': [{'group_conjunction': 'AND', 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}]",,[],77880c60-88b4-4ef2-d0f2-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Marketing Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""484ebddc-e122-4fc8-cbc3-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,STAT 100 - Introduction to Statistics,((STAT C1000 - Introduction to Statistics) OR (PSYC 19 - Introduction to Statistics for the Social Sciences)) OR (SOCI 19 - Introduction to Statistics for the Social Sciences),"['STAT C1000 - Introduction to Statistics', 'PSYC 19 - Introduction to Statistics for the Social Sciences', 'SOCI 19 - Introduction to Statistics for the Social Sciences']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['STAT C1000 - Introduction to Statistics']}], 'courses': ['STAT C1000 - Introduction to Statistics'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}, {'option': 3, 'groups': [{'group_conjunction': 'AND', 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}]",,[],f421ffbb-60f0-43b3-d0f3-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Business Analytics & Information Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""391253cd-2b99-4beb-cbc4-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 115 - Finite Mathematics,(MATH 17 - Finite Mathematics) OR (MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business),"['MATH 17 - Finite Mathematics', 'MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 17 - Finite Mathematics']}], 'courses': ['MATH 17 - Finite Mathematics'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business']}], 'courses': ['MATH 18 - Calculus and Analytic Geometry for the Biological/Social Science/Business'], 'must_take_together': False}]",,[],89cd86ce-bd5f-4ef6-d0f4-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Business Analytics & Information Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""391253cd-2b99-4beb-cbc4-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 130 - Precalculus,MATH 13 - Pre-Calculus,['MATH 13 - Pre-Calculus'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 13 - Pre-Calculus']}], 'courses': ['MATH 13 - Pre-Calculus'], 'must_take_together': False}]",,[],cd53f760-b15e-4526-d0f5-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Business Analytics & Information Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""391253cd-2b99-4beb-cbc4-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 150 - Calculus I,MATH 20A - Calculus with Analytic Geometry I,['MATH 20A - Calculus with Analytic Geometry I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 20A - Calculus with Analytic Geometry I']}], 'courses': ['MATH 20A - Calculus with Analytic Geometry I'], 'must_take_together': False}]",,[],3995ae87-cb28-4ff2-d0f6-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Business Analytics & Information Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""391253cd-2b99-4beb-cbc4-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 203 - Financial Accounting,BUSI 3A - Financial Accounting,['BUSI 3A - Financial Accounting'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 3A - Financial Accounting']}], 'courses': ['BUSI 3A - Financial Accounting'], 'must_take_together': False}]",,[],045a604d-76d7-4651-d0f7-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Business Analytics & Information Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""391253cd-2b99-4beb-cbc4-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 202 - Micro Economics,ECON 4 - Principles of Economics: Micro,['ECON 4 - Principles of Economics: Micro'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ECON 4 - Principles of Economics: Micro']}], 'courses': ['ECON 4 - Principles of Economics: Micro'], 'must_take_together': False}]",,[],b83ae9f0-a37e-4c04-d0f8-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Business Analytics & Information Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""391253cd-2b99-4beb-cbc4-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 206 - Business Law,BUSI 4 - Business Law,['BUSI 4 - Business Law'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 4 - Business Law']}], 'courses': ['BUSI 4 - Business Law'], 'must_take_together': False}]",,[],798f30e0-7377-4e7b-d0f9-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Business Administration B.S., Business Analytics & Information Systems Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""391253cd-2b99-4beb-cbc4-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 200 - Personal & Professional Responsibility,BUSI 1 - Introduction to Business,['BUSI 1 - Introduction to Business'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 1 - Introduction to Business']}], 'courses': ['BUSI 1 - Introduction to Business'], 'must_take_together': False}]",,[],8e106a36-7cb6-4209-d0fa-08dd6d829ad0
